h_idnumber,sum_head,sum_spouse,hsex,spsex,hyrbirth,heduc,spyrbirth,speduc,P1_2a,J4_1a,J5_3a,R2_1,Q2_5a,Q2_5b,Q4_1a,Q4_2a,Q4_3a,Q4_1b,Q4_2b,Q4_3b,S_1a,S_1b,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,class_mig
1_799_430,1,11,Male,Female,1981,No Schooling,1983,No Schooling,5,No,1,No,No,No,Never,Never,Never,Never,Never,Never,Very much,Very much,No Change,No Change,No Change,Increase,No Change,non_movers
1_799_432,4,4,Male,Female,1982,No Schooling,1988,No Schooling,1.5,No,7,No,Yes,No,Some months but not every month,Some months but not every month,Some months but not every month,Almost every month,Only one or two months,Only one or two months,Somewhat,Somewhat,Increase,Decrease,Decrease,Increase,Increase,non_movers
1_799_435,3,NA,Male,NA,1988,Class I-IV (Incomplete PE),NA,NA,3,No,5,No,No,NA,Some months but not every month,Never,Never,NA,NA,NA,Very much,NA,Increase,Increase,Decrease,Decrease,Increase,non_movers
1_799_438,5,NA,Female,Male,1972,Class I-IV (Incomplete PE),1962,Class I-IV (Incomplete PE),0,No,2,No,Yes,NA,Never,Some months but not every month,Some months but not every month,NA,NA,NA,Very much,NA,Increase,Decrease,Decrease,No Change,Increase,non_movers
1_799_440,1,2,Male,Female,1975,University level,1984,Class VI-IX (Incomplete SE),16,Yes,0,No,No,No,Some months but not every month,Never,Never,Only one or two months,Some months but not every month,Never,Very much,Very much,Increase,Decrease,Increase,Increase,Increase,movers
1_799_443,0,7,Male,Female,1968,No Schooling,1978,Class I-IV (Incomplete PE),6,No,1,No,No,Yes,Never,Never,Never,Never,Never,Never,Very much,Very much,Decrease,Decrease,Increase,Increase,Decrease,non_movers
1_799_445,0,0,Male,Female,1987,Class V (Complete PE),1996,Class VI-IX (Incomplete SE),12,No,0,No,No,No,Some months but not every month,Almost every month,Some months but not every month,Some months but not every month,Almost every month,Some months but not every month,Very much,Very much,Increase,Increase,Decrease,Decrease,Increase,non_movers
1_799_448,12,NA,Female,Male,1982,No Schooling,1978,Class V (Complete PE),6,No,1,No,Yes,NA,Never,Never,Never,NA,NA,NA,Very much,NA,Increase,Decrease,Increase,Decrease,Increase,non_movers
1_799_451,0,12,Male,Female,1966,No Schooling,1976,Class I-IV (Incomplete PE),2,No,2,No,Yes,Yes,Almost every month,Some months but not every month,Never,Some months but not every month,Almost every month,Never,Somewhat,Somewhat,Increase,Decrease,Decrease,Increase,Increase,non_movers
1_799_453,NA,8,Male,Female,1975,Class VI-IX (Incomplete SE),1987,Class VI-IX (Incomplete SE),0,No,0,No,NA,Yes,NA,NA,NA,Only one or two months,Only one or two months,Only one or two months,NA,Very much,Increase,Decrease,Decrease,Decrease,Decrease,non_movers
1_799_456,0,NA,Female,Male,1971,Class VI-IX (Incomplete SE),1984,No Schooling,1,No,0,No,No,NA,Some months but not every month,Some months but not every month,Never,NA,NA,NA,Very much,NA,No Change,Decrease,Increase,Increase,Increase,non_movers
1_799_458,6,NA,Female,Male,1979,Class I-IV (Incomplete PE),1971,Class I-IV (Incomplete PE),6,No,0,No,No,NA,Never,Some months but not every month,Never,NA,NA,NA,Very much,NA,No Change,Increase,Increase,Increase,No Change,non_movers
1_799_46,5,NA,Female,NA,1958,No Schooling,NA,NA,4,No,2,No,Yes,NA,Never,Almost every month,Never,NA,NA,NA,Very much,NA,Increase,Increase,Increase,No Change,Increase,non_movers
1_799_461,6,8,Male,Female,1946,No Schooling,1957,No Schooling,3,No,0,No,Yes,Yes,Almost every month,Almost every month,Some months but not every month,Only one or two months,Almost every month,Only one or two months,Somewhat,Very much,No Change,Decrease,Increase,Increase,Increase,non_movers
1_799_464,0,0,Male,Female,1987,College (11 and 12 grades),1991,Class V (Complete PE),4,No,2,No,No,No,Only one or two months,Some months but not every month,Never,Some months but not every month,Some months but not every month,Some months but not every month,Very much,Very much,No Change,Decrease,Increase,Increase,No Change,movers
1_799_466,2,3,Male,Female,1934,Class VI-IX (Incomplete SE),1968,Class I-IV (Incomplete PE),41,No,1,No,No,No,Almost every month,Some months but not every month,Almost every month,Some months but not every month,Some months but not every month,Almost every month,Very much,Very much,Decrease,Increase,Increase,Decrease,Increase,non_movers
1_799_469,NA,1,Male,Female,1961,Class V (Complete PE),1971,Class I-IV (Incomplete PE),20,No,0,No,No,No,NA,NA,NA,Almost every month,Almost every month,Only one or two months,NA,Somewhat,Increase,Increase,Decrease,Increase,Increase,non_movers
1_799_471,0,4,Male,Female,1971,Class I-IV (Incomplete PE),1982,Class VI-IX (Incomplete SE),20,No,0,No,No,No,Some months but not every month,Some months but not every month,Only one or two months,Some months but not every month,Some months but not every month,Never,Very much,Very much,Increase,Increase,Decrease,Increase,Increase,non_movers
1_799_474,5,4,Male,Female,1964,Class VI-IX (Incomplete SE),1969,Class I-IV (Incomplete PE),6,No,0,No,Yes,No,Almost every month,Almost every month,Almost every month,Almost every month,Almost every month,Almost every month,Somewhat,Somewhat,Increase,Decrease,Decrease,Increase,Increase,non_movers
1_799_477,NA,5,Male,Female,1970,Class I-IV (Incomplete PE),1980,Class I-IV (Incomplete PE),14,No,0,No,NA,Yes,NA,NA,NA,Never,Some months but not every month,Some months but not every month,NA,Somewhat,Increase,Decrease,Increase,Increase,Increase,movers
1_799_479,1,3,Male,Female,1979,Class I-IV (Incomplete PE),1987,No Schooling,5,No,1,No,Yes,Yes,Never,Some months but not every month,Never,Never,Some months but not every month,Never,Very much,Very much,Decrease,Decrease,Decrease,Decrease,Decrease,non_movers
1_799_48,2,14,Male,Female,1972,No Schooling,1978,No Schooling,24,No,10,No,No,No,Never,Never,Never,Never,Some months but not every month,Never,Very much,Very much,No Change,No Change,Decrease,Increase,No Change,non_movers
1_799_482,1,2,Male,Female,1958,Class I-IV (Incomplete PE),1964,Class I-IV (Incomplete PE),10,No,0,No,No,Yes,Never,Some months but not every month,Never,Never,Some months but not every month,Never,Very much,Very much,Decrease,Decrease,Increase,Increase,Increase,non_movers
1_799_485,5,NA,Female,Male,1987,No Schooling,1978,Class I-IV (Incomplete PE),5,No,0,No,No,NA,Almost every month,Some months but not every month,Only one or two months,NA,NA,NA,Very much,NA,Increase,Increase,Increase,No Change,Increase,non_movers
1_799_487,2,NA,Male,Female,1978,Class V (Complete PE),1980,Class V (Complete PE),8,No,2,No,No,NA,Some months but not every month,Never,Some months but not every month,NA,NA,NA,Very much,NA,Decrease,Decrease,No Change,Increase,Decrease,non_movers
1_799_490,4,4,Male,Female,1958,No Schooling,1966,No Schooling,8,No,2,No,Yes,No,Almost every month,Only one or two months,Never,Almost every month,Some months but not every month,Never,Very much,Somewhat,Increase,Decrease,Decrease,Decrease,Increase,non_movers
1_799_492,NA,8,Male,Female,1980,SSC (Complete SE),1985,Class VI-IX (Incomplete SE),5,Yes,0,No,NA,No,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Somewhat,Decrease,Decrease,Decrease,Increase,Decrease,movers
1_799_495,11,10,Male,Female,1953,Class I-IV (Incomplete PE),1968,No Schooling,8,No,0,No,No,Yes,Never,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Very much,Very much,No Change,Increase,Increase,Increase,Increase,non_movers
1_799_497,NA,12,Male,Female,1963,Class VI-IX (Incomplete SE),1973,Class V (Complete PE),9,Yes,0,No,NA,Yes,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Not at all,Increase,Increase,No Change,Increase,Increase,movers
1_799_501,3,1,Male,Female,1989,No Schooling,1999,Class V (Complete PE),3,No,2,No,No,No,Almost every month,Some months but not every month,Only one or two months,Never,Never,Never,Very much,Very much,Increase,Decrease,Decrease,Decrease,Increase,movers
1_799_502,2,1,Male,Female,1975,Class I-IV (Incomplete PE),1980,Class I-IV (Incomplete PE),18,No,5,No,Yes,No,Never,Some months but not every month,Only one or two months,Some months but not every month,Only one or two months,Some months but not every month,Very much,Somewhat,Increase,Decrease,Decrease,Decrease,Increase,non_movers
1_799_505,9,9,Male,Female,1961,No Schooling,1971,Class I-IV (Incomplete PE),12,No,0,No,No,No,Almost every month,Only one or two months,Only one or two months,Almost every month,Only one or two months,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Decrease,Decrease,non_movers
1_799_508,10,2,Male,Female,1957,Class I-IV (Incomplete PE),1970,Class V (Complete PE),10,No,3,Yes,Yes,Yes,Never,Never,Never,Some months but not every month,Some months but not every month,Some months but not every month,Somewhat,Somewhat,No Change,Increase,Increase,Increase,No Change,non_movers
1_799_51,4,5,Male,Female,1968,No Schooling,1974,No Schooling,2,No,2,No,No,No,Almost every month,Almost every month,Almost every month,Almost every month,Some months but not every month,Only one or two months,Very much,Very much,Increase,Increase,Decrease,Decrease,Increase,non_movers
1_799_510,0,4,Male,Female,1953,University level,1960,HSC (complete HSE),29,No,1,No,No,No,Only one or two months,Never,Only one or two months,Some months but not every month,Almost every month,Never,Very much,Somewhat,Decrease,Decrease,Decrease,Decrease,Decrease,movers
1_799_513,4,2,Male,Female,1984,Class VI-IX (Incomplete SE),1987,Class I-IV (Incomplete PE),12,No,0,No,No,Yes,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Increase,Increase,Increase,Increase,non_movers
1_799_515,9,2,Male,Female,1955,No Schooling,1961,Class I-IV (Incomplete PE),6,No,1,No,No,No,Only one or two months,Some months but not every month,Some months but not every month,Some months but not every month,Only one or two months,Only one or two months,Very much,Somewhat,Decrease,Decrease,Decrease,Decrease,Decrease,non_movers
1_799_518,NA,4,Male,Female,1960,No Schooling,1970,No Schooling,20,No,0,No,NA,No,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Somewhat,Decrease,Increase,Increase,Decrease,Increase,movers
1_799_55,3,2,Male,Female,1962,No Schooling,1972,Class I-IV (Incomplete PE),12,No,0,No,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Increase,Increase,non_movers
1_799_56,8,7,Male,Female,1944,No Schooling,1950,No Schooling,10,No,3,No,No,No,Never,Never,Never,Never,Never,Never,Very much,Very much,No Change,Decrease,Increase,Increase,No Change,non_movers
1_799_59,12,NA,Female,Male,1961,No Schooling,1954,No Schooling,6,No,0,No,No,NA,Almost every month,Only one or two months,Never,NA,NA,NA,Very much,NA,Increase,Decrease,No Change,Increase,Increase,non_movers
1_799_60,0,0,Male,Female,1960,No Schooling,1984,No Schooling,8,No,0,No,No,No,Only one or two months,Only one or two months,Some months but not every month,Almost every month,Some months but not every month,Never,Somewhat,Somewhat,Increase,No Change,No Change,No Change,Increase,non_movers
1_799_67,5,0,Male,Female,1986,Class VI-IX (Incomplete SE),1992,Class VI-IX (Incomplete SE),4,No,0,No,Yes,No,Some months but not every month,Almost every month,Never,Never,Never,Never,Very much,Very much,No Change,Increase,Increase,Increase,Increase,movers
1_799_69,14,9,Male,Female,1945,No Schooling,1959,No Schooling,3,Yes,2,No,No,No,Almost every month,Some months but not every month,Never,Never,Never,Some months but not every month,Somewhat,Very much,No Change,No Change,No Change,Increase,No Change,movers
1_799_7,7,2,Male,Female,1979,Class VI-IX (Incomplete SE),1991,HSC (complete HSE),20,Yes,1,No,Yes,No,Almost every month,Almost every month,Some months but not every month,Never,Never,Never,Somewhat,Somewhat,Increase,Decrease,Decrease,Increase,Increase,movers
1_799_70,NA,5,Male,Female,1974,Class I-IV (Incomplete PE),1976,Class I-IV (Incomplete PE),5,Yes,1,No,NA,No,NA,NA,NA,Almost every month,Almost every month,Never,NA,Very much,Increase,Increase,Increase,Increase,Increase,movers
1_799_72,1,2,Male,Female,1970,Class VI-IX (Incomplete SE),1988,Class VI-IX (Incomplete SE),10,No,5,No,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Somewhat,Somewhat,Increase,Increase,Increase,Increase,No Change,non_movers
1_799_74,2,6,Male,Female,1972,Class VI-IX (Incomplete SE),1981,SSC (Complete SE),0,No,0,No,No,No,Only one or two months,Only one or two months,Never,Some months but not every month,Almost every month,Never,Very much,Somewhat,Increase,Increase,Decrease,Increase,Increase,non_movers
1_799_77,11,13,Male,Female,1950,No Schooling,1968,No Schooling,8,Yes,0,No,Yes,No,Some months but not every month,Only one or two months,Never,Some months but not every month,Some months but not every month,Only one or two months,Very much,Very much,Increase,Decrease,Increase,Increase,Increase,non_movers
1_799_80,0,9,Male,Female,1952,Class V (Complete PE),1966,No Schooling,8,Yes,1,No,No,No,Never,Never,Never,Never,Never,Never,Somewhat,Very much,No Change,No Change,No Change,Increase,Increase,non_movers
1_799_84,1,NA,Female,NA,1971,No Schooling,NA,NA,7,Yes,5,No,No,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,NA,NA,Very much,NA,Increase,Increase,Decrease,Increase,Increase,non_movers
1_799_85,2,3,Male,Female,1951,No Schooling,1954,No Schooling,7,No,4,No,Yes,No,Some months but not every month,Only one or two months,Some months but not every month,Never,Some months but not every month,Only one or two months,Very much,Very much,Increase,Increase,Increase,Increase,Increase,non_movers
1_799_87,NA,5,Male,Female,1976,Class VI-IX (Incomplete SE),1983,Class VI-IX (Incomplete SE),5,No,0,No,No,Yes,NA,NA,NA,Never,Some months but not every month,Never,NA,Not at all,Increase,Increase,Decrease,Decrease,Increase,movers
1_799_9,13,3,Male,Female,1969,HSC (complete HSE),1975,Class VI-IX (Incomplete SE),10,No,1,No,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Never,Some months but not every month,Never,Somewhat,Very much,Increase,Increase,No Change,Increase,Increase,non_movers
1_799_90,3,2,Male,Female,1969,No Schooling,1980,Class I-IV (Incomplete PE),10,No,2,No,No,No,Never,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Decrease,No Change,Increase,No Change,non_movers
